"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"ENSG00000186628.12",0.214620712560989,-3.62764906280299,1.21997777447283,0.222927124260526,0.261000354227815,-6.92073455295244,"NOT"
"ENSG00000100567.12",0.0848766949801609,5.52375731615404,1.76363860505843,0.0782746836453584,0.0987020024679176,-6.92074591360144,"NOT"
"ENSG00000158578.18",-0.280662438078569,-1.93982795461735,-1.25721346511483,0.209139500747549,0.246238601703619,-6.92090476661031,"NOT"
"ENSG00000273650.1",-0.170546343633755,-4.0408756507551,-1.22096039179658,0.222555099073129,0.260596326875809,-6.92132730794641,"NOT"
"ENSG00000173597.8",0.216776639772566,0.354981841720684,1.37142801690633,0.170726972427859,0.204125489154663,-6.92150216338781,"NOT"
"ENSG00000196436.8",0.361723666283073,-0.014313563242032,1.3462281173559,0.178710316455907,0.212986241895898,-6.92169286136901,"NOT"
"ENSG00000008324.10",-0.0925961700000952,2.78897549412133,-1.59287012887755,0.111687977354266,0.137717100469957,-6.92172657591191,"NOT"
"ENSG00000106086.18",-0.0833544736181331,3.7323861108166,-1.67396905355291,0.0946301382252556,0.117942277653214,-6.92193516531094,"NOT"
"ENSG00000261528.2",-0.171215757396699,-5.45817762912021,-1.24474992035296,0.213683827195509,0.251120458512821,-6.92236804306237,"NOT"
"ENSG00000226330.1",0.153486239254712,-5.46431779860557,1.24920017813455,0.212053093288152,0.249395884464064,-6.92248777805789,"NOT"
"ENSG00000130950.13",-0.2600694544992,-4.49984380649072,-1.22541436714328,0.220874382015298,0.258826716379104,-6.92255643462135,"NOT"
"ENSG00000237672.1",0.157090139138777,-5.67074973858137,1.25291340620851,0.210699346782392,0.247954449414487,-6.92302792241857,"NOT"
"ENSG00000115507.9",0.260221841662314,-4.58894061252053,1.2323217043421,0.218285958057633,0.256041621847759,-6.92328841986103,"NOT"
"ENSG00000267383.6",-0.12923112759484,-1.99615110237598,-1.24670800434569,0.212965201093115,0.250326609230456,-6.92336643138536,"NOT"
"ENSG00000138111.14",0.0980791922164732,1.69514405901599,1.48037580474155,0.13926996852257,0.169183896386708,-6.92393155063971,"NOT"
"ENSG00000272606.1",-0.104308644349379,-1.13871973247803,-1.28853480263996,0.198030096151827,0.234228141291297,-6.92424537501289,"NOT"
"ENSG00000120262.9",-0.163296292286747,0.74763340772671,-1.41507345605946,0.157538169634684,0.189488432872516,-6.92439916282407,"NOT"
"ENSG00000256806.3",0.102746310367513,1.17538666445096,1.43589778249029,0.151524863049133,0.18282379240111,-6.92470870639615,"NOT"
"ENSG00000179930.5",-0.234847687620669,-5.26850793941312,-1.23748833196452,0.216364174101348,0.253951641930188,-6.92504547067441,"NOT"
"ENSG00000231305.3",0.164355926186276,-2.7350662500666,1.21750562652875,0.223865067737125,0.262035068398195,-6.92545248866278,"NOT"
"ENSG00000206047.2",-0.31647312147993,-3.71407673458187,-1.21322215466335,0.225496925321878,0.263721825186055,-6.92642450377671,"NOT"
"ENSG00000269946.1",0.157387635295645,-5.73043602484814,1.25113991296144,0.211345132541539,0.248653930766849,-6.92656904852278,"NOT"
"ENSG00000204685.6",-0.0617662522204299,1.09001053497256,-1.43866324491167,0.15073965981127,0.181921772391772,-6.92703576216102,"NOT"
"ENSG00000228702.1",0.152766007570753,-5.22181523094305,1.24011346847838,0.215392416053057,0.25291334099033,-6.92755301736951,"NOT"
"ENSG00000008853.16",-0.121363789812534,4.58614839855609,-1.72711076948542,0.08463505817953,0.106223841721909,-6.92770866992012,"NOT"
"ENSG00000252481.1",0.209864549836826,-3.93205033305793,1.21718085916725,0.223988495750666,0.26214782617593,-6.92847044386989,"NOT"
"ENSG00000183960.8",-0.251681167129031,-3.09772930392615,-1.21339600811312,0.225430527727632,0.263654795797015,-6.92862617445336,"NOT"
"ENSG00000270604.5",-0.155806330541611,-3.3412098951194,-1.21050784198607,0.226535383207711,0.264808276182191,-6.92914900093212,"NOT"
"ENSG00000248787.1",-0.161789080900568,-4.96028284582091,-1.22862840996995,0.219667235250072,0.257495315339984,-6.92974873691038,"NOT"
"ENSG00000106211.8",0.194735212827217,8.42592169502381,1.80476234727454,0.0715864725014496,0.0908287010121776,-6.92994130044291,"NOT"
"ENSG00000196890.4",0.24932921178416,-3.12341735634868,1.20993583917882,0.22675465900393,0.265053923627283,-6.93007646795038,"NOT"
"ENSG00000101310.14",-0.125755979655393,6.08340133614083,-1.77736284896021,0.0759881090654532,0.0960147518882408,-6.93034159745012,"NOT"
"ENSG00000143839.13",-0.598597610592028,3.14899478195977,-1.65939593740253,0.0975308071372033,0.121328290637636,-6.93055422715768,"NOT"
"ENSG00000263873.1",0.229503899718247,4.03588866181916,1.66676792649402,0.0960546877954445,0.119625303066282,-6.93079258801872,"NOT"
"ENSG00000175514.2",0.127023313457422,-6.26972231368945,1.25676692072535,0.209301093437869,0.246408868217496,-6.930901349639,"NOT"
"ENSG00000278935.1",0.177657705588274,-5.58393934788021,1.24461899375736,0.2137319403545,0.251156662704023,-6.93139791586817,"NOT"
"ENSG00000258761.1",0.289127818639162,-5.49956269481848,1.24410780864746,0.213919866658342,0.251357007288834,-6.93141810094012,"NOT"
"ENSG00000271874.1",0.159244051964293,-4.23313992410226,1.21833046325955,0.223551807242332,0.261689502125779,-6.93145065926285,"NOT"
"ENSG00000181035.13",-0.177599472901738,4.81915371198766,-1.73848730040601,0.0826106787020444,0.10385373134645,-6.93161749123901,"NOT"
"ENSG00000228060.1",0.110302589104494,-6.34176299349862,1.25683527723307,0.209276351138101,0.246389733167703,-6.93192297166008,"NOT"
"ENSG00000100196.10",0.231964879870778,3.62382401782763,1.63469111693657,0.102610439572468,0.127238347869906,-6.93251016226928,"NOT"
"ENSG00000149541.9",0.122143640415742,4.84812822401569,1.7277820333268,0.0845145046433463,0.106081711523661,-6.93454407472496,"NOT"
"ENSG00000277020.4",-0.165830646572438,-4.85677823851198,-1.22266653858523,0.221910199756544,0.259883132179377,-6.93473944495038,"NOT"
"ENSG00000259768.5",0.105701868195229,2.2296495963786,1.51793626839452,0.129529171790011,0.158264963637342,-6.93478951374336,"NOT"
"ENSG00000278080.1",0.161378904673133,-5.94579163673638,1.24858557370939,0.212277768378872,0.249589331086315,-6.9348457653488,"NOT"
"ENSG00000004799.7",0.371503570564776,8.20881163669396,1.79968105688633,0.0723865647814456,0.0917957026730802,-6.93495850695837,"NOT"
"ENSG00000238151.1",0.145906726113405,-5.83336396550815,1.24590989905688,0.213257898075837,0.250660504237919,-6.93546575197712,"NOT"
"ENSG00000185842.14",0.115513187312873,1.42283425242916,1.44951791412921,0.147687696158193,0.17852054726768,-6.9358687142547,"NOT"
"ENSG00000246067.7",-0.0951284004413573,2.16945850701864,-1.52677231053525,0.127316579704629,0.155725399322666,-6.93648647204258,"NOT"
"ENSG00000231106.2",0.355070267654706,-2.74856309957149,1.20664491354176,0.228019174944442,0.266413998581533,-6.93651673326119,"NOT"
"ENSG00000187950.8",-0.180519901297339,-4.57401753126151,-1.21563016141785,0.224578511682318,0.262764191622497,-6.93710944390666,"NOT"
"ENSG00000227304.3",0.171154308411988,-4.91890470909806,1.2262580544749,0.220557045084737,0.258475723082508,-6.93761520210278,"NOT"
"ENSG00000279602.1",-0.156047130227205,-2.63000045822185,-1.21367839199127,0.225322710340018,0.263581801854708,-6.9380947789288,"NOT"
"ENSG00000250148.1",0.220022017215681,-4.64654297100421,1.21975548920597,0.223011344718452,0.261077896198647,-6.93903457724484,"NOT"
"ENSG00000259037.1",0.259761810581643,-5.50963919261952,1.2380489759202,0.216156372930905,0.253738523186909,-6.9390528008366,"NOT"
"ENSG00000122692.8",0.0762196654764438,5.79367180545508,1.76097328480177,0.07872519420263,0.0992140489657999,-6.9393215437149,"NOT"
"ENSG00000172724.11",-0.387349566296133,-0.0461716054498931,-1.3623606369432,0.173568105345351,0.207325991096292,-6.94053343488365,"NOT"
"ENSG00000235400.1",0.149176506895576,-5.82491741668821,1.24134045460357,0.214939299743425,0.252452783063002,-6.94083833634559,"NOT"
"ENSG00000227063.5",0.208414508698038,-5.0078636134699,1.22535570342985,0.220896459449177,0.258842137081646,-6.9411899113233,"NOT"
"ENSG00000113262.14",-0.167824074911556,-2.6305278362825,-1.21149217985244,0.22615839488162,0.264442146857311,-6.94129746905699,"NOT"
"ENSG00000249210.1",-0.148432636233785,-5.6485754746342,-1.23314083526144,0.21798045588933,0.255714280663965,-6.94175751731002,"NOT"
"ENSG00000223701.3",0.242172718637637,-4.49555383886506,1.21468420692516,0.224938978624068,0.263154125536621,-6.94228831723764,"NOT"
"ENSG00000100426.6",0.0746121904760355,4.03115925973855,1.6737865042839,0.0946660398648202,0.117981957451003,-6.94277226671349,"NOT"
"ENSG00000279809.1",0.368056697502709,-1.69879194161578,1.22905226195167,0.219508397655741,0.257340303819286,-6.94299833081889,"NOT"
"ENSG00000072858.10",-0.133003148265347,1.41229177968046,-1.45235784616806,0.146897069536821,0.177641518687546,-6.94343246969411,"NOT"
"ENSG00000255082.1",0.335800270343682,-0.786325358413085,1.27480844707127,0.202844268571379,0.239428828600418,-6.94347550632845,"NOT"
"ENSG00000156140.8",-0.178425342754748,1.42723794936159,-1.45731690776657,0.145524270027557,0.176153960319443,-6.94373293774898,"NOT"
"ENSG00000184616.8",0.145727679560666,-3.05026055190476,1.19869444611719,0.231094845732535,0.269692730384256,-6.94394631643411,"NOT"
"ENSG00000008323.15",0.229760956521162,1.24957949949756,1.42093704387337,0.155826934385432,0.187616740802969,-6.94424357910541,"NOT"
"ENSG00000232034.1",0.153008568654204,-5.75208999241567,1.23698565148833,0.216550613786173,0.254139639541633,-6.944561281319,"NOT"
"ENSG00000215417.10",0.221703091871396,-2.19968873662513,1.21353413092333,0.225377786249467,0.263635604154708,-6.94555622482671,"NOT"
"ENSG00000277655.1",0.167418799978315,-5.58090053893139,1.23271363234842,0.218139746560819,0.255890803214153,-6.94578672114943,"NOT"
"ENSG00000162236.11",-0.0692810515588045,5.09373583542024,-1.73697430544145,0.0828776164828773,0.104171263572472,-6.94661775863818,"NOT"
"ENSG00000103160.11",-0.0777157617954289,4.28504873321493,-1.69440184919503,0.0906802846049232,0.113325953096142,-6.94675516144865,"NOT"
"ENSG00000229373.8",-0.181006055648712,-5.718829869423,-1.23018980215647,0.219082515532581,0.256903281081656,-6.9468275834487,"NOT"
"ENSG00000068878.14",-0.0894355863604437,5.36489902554132,-1.74672725611119,0.0811691403067797,0.102134404014578,-6.94776439111859,"NOT"
"ENSG00000262995.1",0.343491097732325,-0.142949259923153,1.31541301594877,0.188846865679124,0.224137406515501,-6.94799161048256,"NOT"
"ENSG00000244036.3",0.162797783775072,-5.48733124907218,1.22805828925876,0.219881017117811,0.25772509477222,-6.94922832502522,"NOT"
"ENSG00000149591.16",-0.25485266038487,7.64262439633686,-1.79086115457535,0.0737927501007937,0.0934176441678396,-6.94929983743523,"NOT"
"ENSG00000266283.1",-0.176447195883028,-5.5305638849281,-1.22406180265337,0.221383807855816,0.259350380328345,-6.94940386993597,"NOT"
"ENSG00000269189.1",-0.160788439292326,-5.77515478061658,-1.22902217193691,0.219519671096495,0.25734312587648,-6.94992872941043,"NOT"
"ENSG00000186994.11",-0.192308483710871,3.32260707562793,-1.6361620768203,0.10230219824059,0.126894072817655,-6.95033316754769,"NOT"
"ENSG00000128309.16",-0.152432490280887,5.19366638258313,-1.74054190528949,0.0822493035165918,0.103426307710297,-6.95213686421896,"NOT"
"ENSG00000275966.1",-0.223930808089275,-4.71251661832688,-1.20514987617834,0.22859529340795,0.267011887446809,-6.95227247778573,"NOT"
"ENSG00000179954.14",0.262775791417651,3.07050013074975,1.57571020084149,0.115591675052385,0.142199218801198,-6.95245047074907,"NOT"
"ENSG00000254333.1",-0.193540867271621,-5.33370616284349,-1.21680791042787,0.224130295275731,0.262282055411769,-6.95269810235799,"NOT"
"ENSG00000278816.1",-0.148401996052045,-5.78931580939345,-1.22701301455497,0.220273359194814,0.258164112684413,-6.95297638005019,"NOT"
"ENSG00000163590.13",-0.177649092977286,4.67008733237475,-1.71434905583474,0.0869535998826009,0.108954507447009,-6.95442767562213,"NOT"
"ENSG00000261373.1",0.199507930338179,-1.3665646069173,1.24300296435079,0.214326447222637,0.251804295917306,-6.9552277947543,"NOT"
"ENSG00000152926.14",0.159906127932411,3.69306642173399,1.63950809781341,0.101603786406945,0.126087045211919,-6.95559415277956,"NOT"
"ENSG00000243686.2",0.189768455187231,-3.7474608034739,1.19195310838067,0.233725814045978,0.272598720271819,-6.95577305110912,"NOT"
"ENSG00000143387.12",0.254686539579841,3.58761400800699,1.61867428174282,0.106014928790454,0.131135022720773,-6.95586574531245,"NOT"
"ENSG00000260051.1",0.21561494304105,-3.63345368489588,1.19086734647081,0.234151540580196,0.273007490372789,-6.95602564084252,"NOT"
"ENSG00000264177.1",-0.180502355824278,-4.95665540566526,-1.20647156567281,0.228085922028111,0.266481257773454,-6.95629896385505,"NOT"
"ENSG00000185860.13",-0.183481646738989,-5.41265290156464,-1.21582913470415,0.224502743300984,0.26268612933609,-6.95631410405026,"NOT"
"ENSG00000271715.1",0.205656828003723,-3.7166149479652,1.19118122585934,0.234028412123007,0.272905229920101,-6.95633885864478,"NOT"
"ENSG00000180764.13",-0.121583911661461,-1.38112325816828,-1.24912742855198,0.21207967867051,0.24941704511392,-6.95643235240633,"NOT"
"ENSG00000143862.7",0.0725530978989282,5.21602147438169,1.73186015219196,0.0837850975838791,0.105220770914334,-6.95678168405982,"NOT"
"ENSG00000243230.1",0.183228095046597,-4.40582219802068,1.20005267182222,0.230567328464641,0.269131211641849,-6.95763077695733,"NOT"
"ENSG00000140526.16",-0.166781011898114,6.74296925609662,-1.77466124046254,0.0764338498084886,0.0965372785945696,-6.95800539024073,"NOT"
"ENSG00000277117.4",-0.23740274092764,2.9718662529709,-1.59474056136684,0.111268851945736,0.137218661952965,-6.95807947748898,"NOT"
"ENSG00000134590.13",-0.113074689394729,6.17073214354913,-1.76384163144887,0.0782404531386227,0.0986674119025254,-6.95813082663424,"NOT"
"ENSG00000233461.5",-0.127318317364653,0.284587362719145,-1.35624319930945,0.175504826513727,0.209406708442034,-6.95839687574101,"NOT"
"ENSG00000178021.10",0.155282430771578,-5.52421006329949,1.22126312470325,0.222440572285737,0.260472732101243,-6.95841525034377,"NOT"
"ENSG00000063660.8",-0.172741054439268,5.39919761968537,-1.74393077352008,0.0816560589791003,0.102715918864019,-6.95888605491781,"NOT"
"ENSG00000277895.1",0.161860581452354,-5.28216499057188,1.21514822589008,0.224762107073857,0.26295780393481,-6.9598300584231,"NOT"
"ENSG00000224714.2",-0.267534005011058,-4.49481932473836,-1.19393495413449,0.232950152288569,0.271770496007706,-6.96018936430994,"NOT"
"ENSG00000160318.6",-0.139628160598077,-2.00085637438502,-1.21746261380773,0.22388141194402,0.262043631812049,-6.96057114907924,"NOT"
"ENSG00000204792.2",0.514539668381101,-0.983662983379705,1.24379927689942,0.214033349578732,0.251470125142597,-6.96061406209663,"NOT"
"ENSG00000256514.1",0.292974526385789,3.16110466810922,1.58016305818233,0.114568512860008,0.141004078876434,-6.96128397550712,"NOT"
"ENSG00000204054.11",-0.129644607670512,5.69873793669919,-1.75034741444961,0.0805423160179349,0.101385233863326,-6.96151949199837,"NOT"
"ENSG00000100142.14",0.0989232428938518,4.50134134637057,1.69267084204593,0.0910096665240774,0.113693534082007,-6.96173379530334,"NOT"
"ENSG00000272774.1",0.155723273774926,-5.88927353827608,1.22495293316075,0.221048080367576,0.259009346924585,-6.96277351465054,"NOT"
"ENSG00000226742.3",-0.122934166873166,3.14766672941885,-1.60532445759741,0.108920612581505,0.134488483438048,-6.96280298213539,"NOT"
"ENSG00000259781.1",-0.0839105573590748,4.39857196866845,-1.69343177496,0.0908647550324788,0.113536937225782,-6.96351457239084,"NOT"
"ENSG00000177752.14",0.15322420789226,-4.75551012156944,1.20077973833735,0.230285298070966,0.268834443812484,-6.96384193223354,"NOT"
"ENSG00000225224.1",0.157878524977323,-5.32210232355707,1.21238668515513,0.225816200614471,0.264063302156844,-6.96401231230114,"NOT"
"ENSG00000123933.14",0.117846363099159,6.4895320313055,1.76371190761133,0.0782623233328568,0.098690704033374,-6.96408409059798,"NOT"
"ENSG00000178458.5",-0.203169465910063,-4.56082069054271,-1.19223554877478,0.233615159545792,0.272491561076057,-6.96423421745292,"NOT"
"ENSG00000267001.1",-0.336912335739767,-4.59087489959672,-1.19073359124247,0.234204023995666,0.273057714258856,-6.96476511556518,"NOT"
"ENSG00000048471.13",-0.14267392986325,6.21140844997454,-1.7609893658107,0.078722469753657,0.0992140489657999,-6.96489769266489,"NOT"
"ENSG00000236972.2",0.112662175358183,-6.42958280574989,1.23127240524652,0.218677753907874,0.256480454486444,-6.96521811705484,"NOT"
"ENSG00000158458.19",0.17303695675121,-0.0465436031996523,1.31359402304186,0.189458238534356,0.224807872673222,-6.9659036719562,"NOT"
"ENSG00000230613.1",0.190839822765341,-4.75360347127841,1.19815551381231,0.231304398065991,0.269915577287235,-6.96733795907249,"NOT"
"ENSG00000266053.2",-0.0858631844541191,-0.845941180141022,-1.26985260101718,0.204603235436795,0.241348000835283,-6.96856678641895,"NOT"
"ENSG00000272733.1",-0.220907411830797,-2.18066323132979,-1.20673501408454,0.227984487506997,0.266384193466067,-6.96899732660674,"NOT"
"ENSG00000188315.7",-0.0747998459753383,2.6656840387208,-1.55137612084149,0.121310826823876,0.148787101143588,-6.96905445721905,"NOT"
"ENSG00000261924.1",0.161534039605054,-4.03887840191758,1.18396332685308,0.236871489301805,0.275979246025405,-6.96922857198968,"NOT"
"ENSG00000237842.2",-0.169895407019407,-4.49949082482492,-1.18687197387918,0.235722864782502,0.27471817507778,-6.96977362802987,"NOT"
"ENSG00000128915.11",-0.0789793319082035,4.98407805131512,-1.71793672798403,0.0862966591632757,0.108182979839074,-6.97085241378475,"NOT"
"ENSG00000213563.6",-0.119627093516271,4.10036685206559,-1.6730500234169,0.0948109933713903,0.11814232098075,-6.97146968277624,"NOT"
"ENSG00000268182.5",0.148920994303044,-3.31556210939541,1.17484652657401,0.240497388440806,0.279855538607802,-6.97173387919419,"NOT"
"ENSG00000263917.1",0.261194438179167,-5.34425322438865,1.20736839004808,0.227740753051769,0.266131546715823,-6.97237968218107,"NOT"
"ENSG00000154529.14",-0.191008484729812,3.32409587828914,-1.61880370577907,0.105987063318575,0.131106141869316,-6.97241241367613,"NOT"
"ENSG00000256967.1",-0.1368540580499,0.255952002594183,-1.34843704247986,0.177999588049471,0.212191475403971,-6.9728839189831,"NOT"
"ENSG00000276150.1",-0.123454383550309,-6.36145579759424,-1.22171488271801,0.222269746519568,0.260283199900365,-6.97294883409739,"NOT"
"ENSG00000078668.13",-0.0875923390894471,6.11050278340974,-1.75313544471482,0.0800622642499929,0.10081155784374,-6.97312433588767,"NOT"
"ENSG00000270878.1",0.138486074389077,-3.91946342972024,1.17872619171376,0.238949620024011,0.278199467356474,-6.97328061075558,"NOT"
"ENSG00000176020.8",-0.283151450667101,-5.60671753711116,-1.20429841972913,0.228923869442385,0.267341889054689,-6.9733634670833,"NOT"
"ENSG00000165724.5",0.101933325659854,2.83045704341876,1.55474739095803,0.120505499275848,0.147899366420631,-6.97381070083763,"NOT"
"ENSG00000104388.14",-0.0850375532570231,6.84864671190012,-1.76632076442004,0.0778234525530879,0.0981671321318286,-6.97422660219912,"NOT"
"ENSG00000063978.15",0.0661597249362744,5.83422609379079,1.74301305441736,0.0818163673564858,0.102908652388716,-6.97424654251576,"NOT"
"ENSG00000276077.4",-0.256246121202345,3.4779127520993,-1.62536697970771,0.104581584412652,0.129498799338036,-6.9745353921402,"NOT"
"ENSG00000279618.1",-0.359128480277733,-1.40406706785925,-1.24037690474721,0.215295073008609,0.252809268309527,-6.97465553261832,"NOT"
"ENSG00000265967.1",-0.200770874233121,-5.6847771362421,-1.20566065137558,0.228398347468705,0.266835535150505,-6.97533523226533,"NOT"
"ENSG00000229122.1",-0.144190199160135,-5.73190753301292,-1.20701597608004,0.227876345301507,0.266268555651217,-6.9757091282073,"NOT"
"ENSG00000134830.5",-0.167953277657175,1.67299325784188,-1.4551958752193,0.146110218069362,0.176783070551637,-6.97725985391324,"NOT"
"ENSG00000235397.1",0.149673210529722,-5.72971704993749,1.20935500521926,0.226977475430383,0.265282323603401,-6.97784300568398,"NOT"
"ENSG00000223390.1",-0.126485735025184,-6.24787306131403,-1.21545330573973,0.224645873124679,0.262832411618987,-6.97818170782051,"NOT"
"ENSG00000248671.7",0.109803401817654,-1.99636811359729,1.19516679352165,0.23246895396412,0.271241814954518,-6.97862249830154,"NOT"
"ENSG00000172538.6",-0.165621073862513,-5.6820510967733,-1.20303638467311,0.229411506981383,0.267868251272614,-6.97898847355271,"NOT"
"ENSG00000185875.12",-0.119739244757096,3.63925605379837,-1.62763426812439,0.104099522478578,0.128947108225535,-6.97906658612046,"NOT"
"ENSG00000066322.12",0.0771196909442429,5.86032725732839,1.74040489876211,0.082273360927617,0.103447595777339,-6.97939110955048,"NOT"
"ENSG00000239300.5",0.141365431373439,-5.43184876417137,1.20117596924565,0.230131702941136,0.26867674984379,-6.97990915779519,"NOT"
"ENSG00000102796.10",-0.106823639857895,3.8540716346241,-1.64797300460495,0.0998538993672576,0.12406932487734,-6.98050379205061,"NOT"
"ENSG00000276851.1",-0.245055491273689,-3.28796849318221,-1.16743768375788,0.243472740582312,0.283102167110072,-6.98089488640787,"NOT"
"ENSG00000114861.18",-0.12467645130839,4.87890783111111,-1.70821098506021,0.0880869246798592,0.110255853587171,-6.98128468455544,"NOT"
"ENSG00000258983.2",-0.174599500500194,-5.32493447018952,-1.1932789770915,0.233206687992779,0.272058847226303,-6.98179106772114,"NOT"
"ENSG00000104904.12",-0.11139173525517,8.14764333148783,-1.77521962508763,0.0763415466409664,0.0964319519215794,-6.98205607508354,"NOT"
"ENSG00000261656.5",0.190647333057987,-4.23362074563255,1.17627472476323,0.239926796204677,0.279269941443726,-6.98265999122544,"NOT"
"ENSG00000178882.13",-0.310708037664833,-0.484389660079267,-1.2900888125701,0.19749039043553,0.233641419352378,-6.98279521295206,"NOT"
"ENSG00000257288.1",-0.12617607574299,-6.11741379324291,-1.20906048261106,0.227090518401078,0.265403756657591,-6.98310446150569,"NOT"
"ENSG00000204361.8",-0.158560465176915,-4.63100231339185,-1.17787157046558,0.239289959472196,0.278573362493202,-6.98327278245805,"NOT"
"ENSG00000141449.14",-0.340861428676438,-0.641288211619258,-1.27564146994981,0.202549692886971,0.239120020989357,-6.98333799646678,"NOT"
"ENSG00000230992.3",0.173087366361865,-4.88396736970701,1.18699245295042,0.235675372954752,0.274673855605994,-6.98358836890857,"NOT"
"ENSG00000274528.1",-0.144272592148202,-3.2334862557134,-1.16451608041217,0.244653139398785,0.28439494457326,-6.98410987462896,"NOT"
"ENSG00000174839.12",0.0750576589359166,4.46802417393236,1.67777674505137,0.0938837766065592,0.117082436023261,-6.984573641951,"NOT"
"ENSG00000188760.10",0.167827795050866,1.88185000356436,1.45236815172674,0.146894206427221,0.177641518687546,-6.98589026272509,"NOT"
"ENSG00000165752.16",-0.113134178848013,2.40168637533829,-1.51527615345419,0.130201107381667,0.159039102001216,-6.986037184797,"NOT"
"ENSG00000248932.5",-0.101115821799964,-0.582547755018114,-1.27138289905787,0.204058907669414,0.240754839035192,-6.98611569155469,"NOT"
"ENSG00000259732.1",0.150277812746708,-3.64274784282569,1.16336109544146,0.245120890115506,0.284858817889276,-6.98760379328447,"NOT"
"ENSG00000178921.13",-0.0815671675765826,4.34389779046941,-1.67520376328558,0.0943875971422233,0.117675357890685,-6.98792417851452,"NOT"
"ENSG00000148357.16",-0.248922283306305,1.67317271497364,-1.45786257767402,0.145373817486691,0.176002129496589,-6.98821084948417,"NOT"
"ENSG00000140835.9",-0.21560337557302,-4.79575348112493,-1.17585104237995,0.240095965465077,0.279444438111471,-6.98835059500004,"NOT"
"ENSG00000106261.16",-0.0962841815775137,6.11967208548223,-1.74422834529966,0.081604133625996,0.102659499761379,-6.98951728618033,"NOT"
"ENSG00000248714.6",0.142756153717246,-5.49315659504707,1.19444892862884,0.232749290356952,0.271547075834493,-6.98971174433835,"NOT"
"ENSG00000224185.1",0.185598947059019,-5.3147511188211,1.19116283006633,0.234035627146985,0.272905229920101,-6.98993548723957,"NOT"
"ENSG00000228021.7",-0.151423179821693,-3.66551890446115,-1.15906684686928,0.246865507982834,0.286645252198334,-6.99076727220556,"NOT"
"ENSG00000159079.18",-0.0919307603847548,4.86573037384762,-1.70172647701012,0.0892971534227444,0.111693595263743,-6.99107569637009,"NOT"
"ENSG00000013561.17",0.0961631833249896,6.0084882853105,1.73700271702355,0.0828725973788102,0.104169465978951,-6.99128006227809,"NOT"
"ENSG00000176349.11",0.168571604797626,-5.75961410227493,1.19870349211247,0.231091329544288,0.269692730384256,-6.9915338482739,"NOT"
"ENSG00000140262.17",0.101004997387226,6.07808628727672,1.73849423379684,0.0826094570533883,0.10385373134645,-6.99158023442256,"NOT"
"ENSG00000229299.2",0.266107819870691,-3.77040730018315,1.16222635055631,0.245581056061153,0.285336461797966,-6.99195890793685,"NOT"
"ENSG00000248167.6",-0.218859707358058,-5.19630126307521,-1.18003672625137,0.238428385490719,0.277637161552921,-6.99283415699509,"NOT"
"ENSG00000276704.1",-0.146003114801687,-5.62608114667157,-1.19016590022583,0.23442686986084,0.273306551161266,-6.99303458391209,"NOT"
"ENSG00000177688.6",0.176544488931907,-4.15975619533816,1.1652252200473,0.244366260365877,0.284095598298469,-6.99380193471286,"NOT"
"ENSG00000261302.5",-0.15647464872057,-4.7677399719691,-1.17144156555251,0.241861598807744,0.281330217023796,-6.99382019020131,"NOT"
"ENSG00000229800.1",-0.163453307908797,-5.02875277618287,-1.176629013271,0.239785399424883,0.279116551766883,-6.99389992547664,"NOT"
"ENSG00000160710.15",-0.0988482903016115,7.96601813789354,-1.76687101316455,0.0777311448514814,0.0980720051864485,-6.99459507175155,"NOT"
"ENSG00000133800.8",-0.202729143822142,3.7390295125134,-1.63582957644965,0.102371809390914,0.126964139963735,-6.99473846996149,"NOT"
"ENSG00000228022.5",-0.164139588767437,-4.24534863692483,-1.16182546518285,0.245743769658237,0.285479804455887,-6.99476606695375,"NOT"
"ENSG00000236905.2",0.14949194803059,-5.65161031300801,1.19323530111162,0.233223775669751,0.27206784650193,-6.99518221964611,"NOT"
"ENSG00000121879.3",0.0980011934648815,5.16735150661459,1.70585324994353,0.0885254149870626,0.110776036645807,-6.99522168806075,"NOT"
"ENSG00000241860.6",0.175991612663916,0.571397297642936,1.33767266967504,0.181483032856544,0.21602464848512,-6.99693103293709,"NOT"
"ENSG00000230534.6",-0.146621979629916,-5.84109212892585,-1.19129821496389,0.233982531460017,0.272876204420885,-6.99720554338189,"NOT"
"ENSG00000258150.5",0.235650263726052,-3.83008445295372,1.157499429451,0.247504467113155,0.287249276578805,-6.99760126121552,"NOT"
"ENSG00000235701.1",-0.134854671829471,-5.93821202694588,-1.1921906653203,0.233632741497804,0.272501118021851,-6.9990183069742,"NOT"
"ENSG00000273230.1",-0.119545476281532,0.421417068155853,-1.33899853868092,0.181051251860423,0.215554886798014,-6.99907063000795,"NOT"
"ENSG00000239269.1",0.163654496744784,-5.5897401003231,1.18839250767629,0.23512398087204,0.274064236167662,-6.99929442873374,"NOT"
"ENSG00000280029.3",0.260936542174617,-4.92117835293861,1.17477279821128,0.240526870308945,0.279878624547672,-7.00076239545255,"NOT"
"ENSG00000224415.1",0.147141004778664,-4.53465018688269,1.16490200075325,0.244496987804571,0.284224810598673,-7.00098576497556,"NOT"
"ENSG00000179588.8",-0.124219537183692,1.53993457270718,-1.42975688805275,0.153279621248656,0.184756686326505,-7.00104630711183,"NOT"
