"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"ENSG00000089335.20",0.198478142706406,4.73580395775098,3.75923523175224,0.000186188653407745,0.00032104352552485,-1.41364574473356,"NOT"
"ENSG00000188710.2",0.373050145913684,-2.66815773116039,3.55240052744839,0.000410079049690201,0.000683739913675211,-1.42043502911647,"NOT"
"ENSG00000263305.1",0.452994104348772,-6.06938643387331,3.56758848046,0.000387477182781449,0.000647319283425323,-1.42086406066124,"NOT"
"ENSG00000220154.2",0.551276734388935,-5.70548806999463,3.56568743907938,0.000390240911544019,0.000651823816398984,-1.42158380443638,"NOT"
"ENSG00000267458.1",1.4732416281921,-2.40360461897472,3.55276083041205,0.000409528863105378,0.000682940261512991,-1.42282868314637,"NOT"
"ENSG00000167964.12",-0.562983985961267,-1.11392315817422,-3.58308181700952,0.000365627025407901,0.000611908228822252,-1.42382788709629,"NOT"
"ENSG00000269955.2",-0.968782199847671,2.83123694802293,-3.71927421444206,0.000217512798772897,0.000372532541711413,-1.42627612407288,"NOT"
"ENSG00000004779.9",-0.2204621991058,5.21641380894101,-3.77100003573712,0.000177809420903253,0.000307033044304654,-1.42844298609163,"NOT"
"ENSG00000105854.12",0.314809095902864,5.89288221373114,3.7751368639187,0.000174948473629441,0.000302236738711656,-1.42971399695747,"NOT"
"ENSG00000238178.6",0.523714946229375,-5.66727809171325,3.56258964312561,0.000394784070452828,0.000659108866545489,-1.43125326766175,"NOT"
"ENSG00000110711.9",0.232462699531066,5.63599520485488,3.77092750876866,0.000177859970230063,0.000307102060435906,-1.43480619032891,"NOT"
"ENSG00000253958.1",-0.312004382373952,2.30439378392183,-3.67894549848311,0.000254107094395475,0.0004321979733272,-1.43483394284814,"NOT"
"ENSG00000279026.1",-0.402727367434809,0.20353183254181,-3.61108539369782,0.000329035037815438,0.000553573033421811,-1.43495762708159,"NOT"
"ENSG00000255284.1",-0.331083115002359,0.720361954935718,-3.62584867694042,0.00031115550644796,0.000524556460164492,-1.43581736461927,"NOT"
"ENSG00000140319.10",-0.188595964439366,7.50467046960437,-3.7899872802235,0.000165031684125145,0.000285699906461429,-1.43751163554178,"NOT"
"ENSG00000160767.20",0.212786835726637,4.54461128874172,3.74770261684358,0.000194762555734441,0.000335071020105041,-1.43754147630449,"NOT"
"ENSG00000109083.13",-0.189938676485115,3.87380052751202,-3.73607914983797,0.000203779337902227,0.000349940556301748,-1.43799948440153,"NOT"
"ENSG00000176896.8",0.169010963270361,1.63624416020206,3.64121919056707,0.000293512003219014,0.000496253619935451,-1.43938667912827,"NOT"
"ENSG00000254806.5",0.441219010062298,0.0496857623723956,3.58864422607248,0.000358068141991732,0.000599845770593907,-1.44090385887495,"NOT"
"ENSG00000229251.3",0.488782538802419,-4.8226234283442,3.5538516170055,0.000407867430343013,0.000680247782894096,-1.44097012252671,"NOT"
"ENSG00000272056.1",-0.473079244959425,-4.47581508822046,-3.54757835925526,0.000417509478504939,0.000695569545035349,-1.44179026486426,"NOT"
"ENSG00000163220.10",0.576299002470442,3.51638398081458,3.70589893618075,0.000229061125230408,0.000391364443125299,-1.44235661617254,"NOT"
"ENSG00000130706.12",0.235268348693046,5.73867458287841,3.77020157452685,0.000178366673496487,0.000307922006675522,-1.4435494613265,"NOT"
"ENSG00000147669.10",-0.190331984504298,4.91546101548782,-3.7603255891244,0.000185396697627946,0.000319772946794101,-1.44508056333732,"NOT"
"ENSG00000256596.1",-0.485364596009331,-4.62080270629555,-3.54597879048159,0.000420001946482934,0.000699561373617994,-1.44943319504417,"NOT"
"ENSG00000186889.9",-0.284982091985595,1.62634211650889,-3.64765404255009,0.000286408229457898,0.000484694703516733,-1.45085311190201,"NOT"
"ENSG00000184492.6",0.499818595568686,-3.07336377450909,3.5423844973151,0.000425653519965606,0.000708405585837255,-1.45238065663122,"NOT"
"ENSG00000272468.1",0.573671324814947,-4.22150202772237,3.54698720285547,0.000418429008350194,0.000697021462773439,-1.4525356461712,"NOT"
"ENSG00000165476.12",0.22912273332467,5.61709843981582,3.76481466783269,0.000182169472852301,0.000314300002944661,-1.45457746937527,"NOT"
"ENSG00000226174.6",0.403554393445328,-1.61345127586561,3.55240282808888,0.000410075534392592,0.000683739913675211,-1.4563226793039,"NOT"
"ENSG00000240445.3",-0.491815710509173,-0.677103200439551,-3.5819864623342,0.000367133043237637,0.000614251589807034,-1.45675839123308,"NOT"
"ENSG00000227331.1",0.493327522570879,-5.09762513526937,3.55081116480825,0.000412514293500942,0.000687642279397245,-1.45855755337903,"NOT"
"ENSG00000235734.4",0.508891067307112,-2.85502092374965,3.54055168344831,0.000428562714964492,0.000713124623163698,-1.45910402632387,"NOT"
"ENSG00000163362.10",-0.501428845591985,4.5794481806028,-3.75473634982859,0.0001894901442329,0.000326367875407068,-1.45987040427508,"NOT"
"ENSG00000174912.7",0.384944022618163,-0.762673220574956,3.56587733537224,0.000389964012995562,0.000651436286457335,-1.46040163058639,"NOT"
"ENSG00000272248.1",-0.413768839215878,-5.78654114897607,-3.55066892691009,0.000412732891187656,0.000687967160553707,-1.46099411020543,"NOT"
"ENSG00000140350.15",0.151146476633958,6.67469820302451,3.77565672046994,0.00017459203597619,0.000301638919298149,-1.46513000724417,"NOT"
"ENSG00000266913.1",0.442285917279321,-5.53193310158609,3.55144704899258,0.000411538362478847,0.000686054848713373,-1.46586187782296,"NOT"
"ENSG00000248863.2",0.491615960382099,-4.96789627266525,3.54768953258995,0.000417336762462932,0.000695321711181137,-1.46621637469756,"NOT"
"ENSG00000077498.8",0.573974435181066,-5.25430850374069,3.55007142656999,0.000413652342107879,0.00068934140378258,-1.4662247215361,"NOT"
"ENSG00000241697.4",-0.826102106032867,-4.70600058168591,-3.54010070896282,0.000429281386508361,0.000714238592341942,-1.46749672421431,"NOT"
"ENSG00000251513.2",-0.45535445253589,-5.66055931507453,-3.5468861250504,0.000418586422150074,0.000697243667311673,-1.47048531781623,"NOT"
"ENSG00000282639.1",0.925107003355735,-4.55171915601682,3.54545509556887,0.000420820996289714,0.000700845158211439,-1.4712725878514,"NOT"
"ENSG00000120697.8",0.188117246198284,4.75405230170608,3.74304557691553,0.000198329126458858,0.000341025053049074,-1.47199975335699,"NOT"
"ENSG00000247679.2",0.260499112076383,0.0360519705707717,3.58349903295225,0.000365054913790019,0.000611056451715992,-1.47247230125021,"NOT"
"ENSG00000244879.4",0.507350464256251,3.33301120995668,3.68987262203312,0.000243657925269342,0.000415204090937748,-1.47873592512631,"NOT"
"ENSG00000167037.18",-0.515476858645867,2.5564026634484,-3.68289965130813,0.000250278189915637,0.000425960153764593,-1.47914281701939,"NOT"
"ENSG00000141384.11",0.286986150335871,2.68288607648332,3.66638432936594,0.00026663887996939,0.000452452118743732,-1.47939226713376,"NOT"
"ENSG00000257550.1",0.658679253228328,-4.91000854772553,3.54410558479868,0.000422938503416998,0.000704210076966404,-1.48023570966307,"NOT"
"ENSG00000121406.8",-0.302814479534431,2.59145908098336,-3.67875351395087,0.000254294392246641,0.000432491195063797,-1.48044844479485,"NOT"
"ENSG00000251399.1",0.413082489588775,-5.90307934634655,3.54945309679045,0.000414605864737098,0.00069089075806604,-1.48058697983763,"NOT"
"ENSG00000039560.13",0.23852628209596,5.92712470629055,3.76237135992295,0.000183919356699864,0.000317300245376459,-1.48136043571534,"NOT"
"ENSG00000162241.12",0.330602904071451,2.84665037954633,3.67448648261938,0.000258490904058655,0.000439293781269539,-1.48140431872045,"NOT"
"ENSG00000116977.18",0.168975717606039,6.24163754036537,3.7664879996983,0.000180980106795526,0.000312322230794943,-1.48323038373437,"NOT"
"ENSG00000167117.8",0.636441926480049,-5.12219212947919,3.54397672171216,0.000423141222286553,0.000704507197663466,-1.48540877624533,"NOT"
"ENSG00000278896.1",0.499953875930198,-4.59527269648607,3.53961228574693,0.000430061008410172,0.000715453703737332,-1.48567093727171,"NOT"
"ENSG00000268858.2",0.227819276475068,3.18400044460754,3.6863761168922,0.0002469567127244,0.000420627814495964,-1.48574903456169,"NOT"
"ENSG00000267194.1",-0.305218944526544,1.33167545459766,-3.6281258779228,0.000308480186401517,0.000520288070794586,-1.48856206205433,"NOT"
"ENSG00000272576.1",0.433530182257087,-3.24262273490787,3.53204916910466,0.000442303652239376,0.000734767828883235,-1.48862070960216,"NOT"
"ENSG00000198208.11",0.421126500994733,1.64132359564208,3.62360085387048,0.000313817655241655,0.000528798690472513,-1.49125571239952,"NOT"
"ENSG00000213199.7",0.604641765139813,-1.01106366074838,3.55040354034884,0.000413141039318295,0.000688607939945649,-1.49558612652634,"NOT"
"ENSG00000235954.6",0.280659888079244,3.3814624052675,3.69024032007348,0.000243313437661835,0.000414690107347901,-1.50065276883361,"NOT"
"ENSG00000115020.16",-0.218684683360677,5.06273904837122,-3.74851721745112,0.000194144939432587,0.000334048068470617,-1.50122572203256,"NOT"
"ENSG00000278619.4",0.229782047224589,2.28122879593634,3.64680047071814,0.000287341155607526,0.000486131793046657,-1.50136896950729,"NOT"
"ENSG00000100023.17",-0.177168825018592,5.51779834705679,-3.75428991184583,0.000189820752437489,0.000326898501216218,-1.50587288029762,"NOT"
"ENSG00000185904.11",0.591794048533645,3.06639494871188,3.66883967001942,0.000264144512935627,0.000448429226645409,-1.50690750584505,"NOT"
"ENSG00000114209.14",-0.198082953101934,4.47649303603191,-3.7335166496424,0.000205819364154892,0.00035321392092448,-1.50845857929382,"NOT"
"ENSG00000086712.12",0.200279786050293,4.19313007714873,3.71766503119959,0.000218872605314188,0.00037477301452683,-1.50882141337105,"NOT"
"ENSG00000261744.1",0.519053306170425,-5.26175613349444,3.53765213351424,0.000433203155536919,0.000720268178350179,-1.50894202712747,"NOT"
"ENSG00000251194.2",0.479488886667049,-5.49778571844502,3.53888622356965,0.0004312223992869,0.000717221370655107,-1.50947746796912,"NOT"
"ENSG00000073282.12",-0.480034089696983,-0.999269804054953,-3.55937202242589,0.00039955537736507,0.000666767942736799,-1.51021619228547,"NOT"
"ENSG00000268509.2",-0.388231202971293,-6.10529528933067,-3.53852255913046,0.000431805210434932,0.000718067275860771,-1.51140205776948,"NOT"
"ENSG00000161558.10",-0.230140672135049,3.27148597585776,-3.69561651126613,0.000238328624822296,0.000406480687240988,-1.51157094411076,"NOT"
"ENSG00000274769.1",0.727057243176271,-4.22894629151669,3.53080386665979,0.000444350458667633,0.000738041319761262,-1.51178210037673,"NOT"
"ENSG00000224546.2",0.464417275557904,-0.638678879728337,3.55158416023935,0.000411328212810766,0.000685743904470562,-1.5150455332863,"NOT"
"ENSG00000157111.12",-0.604509375573542,2.78722210903395,-3.68188153859958,0.000251258835381447,0.000427604086599033,-1.5150855254308,"NOT"
"ENSG00000135838.13",0.547735941956274,4.39616023402358,3.71610671090142,0.000220197052844758,0.000376885213988625,-1.51579917751581,"NOT"
"ENSG00000263105.1",-0.492187427193469,-5.13651905110353,-3.52914345417219,0.000447093336042568,0.000742427145639656,-1.51815306214241,"NOT"
"ENSG00000231877.1",0.615015190438494,-4.41510182802742,3.52912594708227,0.000447122340651883,0.000742432833948564,-1.51923460587018,"NOT"
"ENSG00000176769.9",-0.726801844844303,-4.28029839634466,-3.52323279609754,0.000456986386134506,0.000758247862433775,-1.52089862883937,"NOT"
"ENSG00000279267.1",0.253207573376886,1.55962949215572,3.61275613670265,0.000326964307074588,0.000550152986251589,-1.52228485214456,"NOT"
"ENSG00000254948.1",0.497400093660435,-5.52215029005665,3.53524066632645,0.000437098238980279,0.000726453068392269,-1.52267291249564,"NOT"
"ENSG00000232224.5",0.588806590933915,-1.1335954117643,3.53963443356862,0.000430025627360876,0.000715435849716235,-1.52412100933195,"NOT"
"ENSG00000102924.11",0.893630965461614,-1.87719713310771,3.52592127603021,0.000452461385308835,0.000751040358491876,-1.52488932182295,"NOT"
"ENSG00000109775.10",-0.210685435862607,4.99008819203606,-3.73990084202733,0.000200772200802454,0.000345062359562484,-1.52618875846827,"NOT"
"ENSG00000227110.6",-0.373532371140588,-1.62111386434155,-3.54028546532537,0.000428986823062813,0.000713789414090699,-1.52733040583031,"NOT"
"ENSG00000236675.1",0.601208766868657,-3.91501144738059,3.52300552426774,0.000457370843094396,0.000758842387150728,-1.53001154931697,"NOT"
"ENSG00000260686.1",-0.361536887547832,1.49562074529149,-3.62149238470184,0.000316334177891531,0.000532946338129886,-1.53097071120726,"NOT"
"ENSG00000113851.13",-0.181953177547777,4.96018279904714,-3.73727215284461,0.000202836088176198,0.000348423830225138,-1.5328334598887,"NOT"
"ENSG00000092094.10",0.218476268329256,4.21161044611446,3.71200379408982,0.000223720365111622,0.00038257724605932,-1.53384296574658,"NOT"
"ENSG00000232838.3",-0.203649873386623,2.86121386014276,-3.67134569896621,0.000261621274925473,0.000444353531787223,-1.53485940189121,"NOT"
"ENSG00000249464.5",-0.533041858007759,-2.19038783868496,-3.52980316441031,0.000446001652996964,0.000740656710049026,-1.53658695084559,"NOT"
"ENSG00000154556.17",0.410661225770374,5.97982750487742,3.74614655170457,0.000195947485214745,0.000337029674569362,-1.53675663807842,"NOT"
"ENSG00000183506.16",0.388291036206298,3.40383053991983,3.68129760528131,0.000251822908378758,0.000428513801705661,-1.53824036862046,"NOT"
"ENSG00000280020.1",0.44965377257365,-3.91243444100357,3.52002893597618,0.000462434099162076,0.000767111489294122,-1.5386292466002,"NOT"
"ENSG00000173825.6",-0.424278506835855,-1.94626154145847,-3.53169278264079,0.000442888514031806,0.000735697311267279,-1.53956519980467,"NOT"
"ENSG00000251013.1",0.611283571903531,-2.73020621572906,3.51722824874244,0.000467245966795881,0.000774695200859731,-1.54055117609622,"NOT"
"ENSG00000233558.1",-0.4241018893844,-2.30046835034498,-3.52481068904225,0.000454325518009838,0.000754048385191877,-1.54470414649202,"NOT"
"ENSG00000256235.1",0.571442686737463,5.24141132511995,3.72840143802899,0.000209949259047389,0.000360003381807199,-1.54606889251748,"NOT"
"ENSG00000182393.2",0.414324146235751,-5.88765931072423,3.53047213021787,0.000444897200827918,0.000738864865482081,-1.5460989399485,"NOT"
"ENSG00000165061.14",1.3779829151242,-1.19640273717349,3.52369628586771,0.000456203275435923,0.000757078334449838,-1.54639065676813,"NOT"
"ENSG00000271265.1",-0.448649534169029,-4.65977189877894,-3.51818412163874,0.000465598440429932,0.000772184145676177,-1.5469246737835,"NOT"
"ENSG00000144747.14",-0.210863244506349,5.25640062398532,-3.73896267682887,0.000201506511166265,0.000346262890687399,-1.54727595117685,"NOT"
"ENSG00000236051.6",0.404424709486806,-2.81761158639518,3.51476226070268,0.000471521511235271,0.000781426964919706,-1.54867709884523,"NOT"
"ENSG00000236780.5",0.501447611488445,-4.088049573374,3.51802520285779,0.000465871973095443,0.000772549506889976,-1.54924996146526,"NOT"
"ENSG00000161132.6",0.694632625120707,-3.00370880766788,3.51462188030185,0.000471766000795498,0.000781787506313979,-1.54926773894269,"NOT"
"ENSG00000269983.1",-0.274229690853406,1.6430991202835,-3.62022842914191,0.000317851812864021,0.000535441025442728,-1.55349730750209,"NOT"
"ENSG00000251450.1",0.47968967465299,-4.07166665719433,3.5165407375638,0.000468434318461543,0.000776532417233782,-1.55370993062546,"NOT"
"ENSG00000125255.6",1.54156133352919,1.8892309031933,3.5897361397548,0.00035660162135371,0.000597526963387105,-1.55382344648891,"NOT"
"ENSG00000235863.3",-0.256145190333277,2.72026275497646,-3.66074938824182,0.000272447319092657,0.000461768375863612,-1.55440878131939,"NOT"
"ENSG00000136144.11",-0.231894769484447,4.68137740140812,-3.72617540489934,0.000211770756132305,0.000363019501343028,-1.55491096599315,"NOT"
"ENSG00000136059.14",0.264057307197433,2.6841891553389,3.64737637570807,0.000286711397640332,0.000485151187343943,-1.55516453127639,"NOT"
"ENSG00000254602.1",-0.435310690308201,-2.44660842377209,-3.51910956730927,0.00046400853535031,0.000769679262689607,-1.55931094060141,"NOT"
"ENSG00000177885.13",0.166905816982117,6.91857977797112,3.75181314444349,0.000191664806653874,0.000329937193115988,-1.56013029851385,"NOT"
"ENSG00000254550.1",-0.485480732736534,-5.29781299489151,-3.51816604227071,0.000465629551253863,0.000772191619537389,-1.56020624575071,"NOT"
"ENSG00000188573.7",-0.723796133713135,-3.66665099458367,-3.51092789749487,0.00047824228117258,0.0007921126575573,-1.56130124682565,"NOT"
"ENSG00000168283.13",0.210205392929785,5.67808676814451,3.73590433710994,0.000203917900314144,0.000350137071498937,-1.56595509277548,"NOT"
"ENSG00000124092.12",-0.647027150616918,-4.71944352261467,-3.51174535029976,0.000476802003811583,0.000789817267471247,-1.56800114422404,"NOT"
"ENSG00000172590.18",-0.239544016988606,4.31365578548702,-3.71380232560575,0.000222169425345392,0.000380104189251401,-1.56868572282754,"NOT"
"ENSG00000122678.14",0.245128373735381,4.18971952061224,3.70109840432756,0.00023334481153177,0.000398331656455309,-1.57012408693072,"NOT"
"ENSG00000204936.9",-0.800268853588763,-2.12703525068207,-3.52443816146002,0.000454952417077449,0.000755045680466176,-1.57105138546294,"NOT"
"ENSG00000279613.1",0.550020367099906,-4.34727619639219,3.5130409205477,0.000474527631777049,0.000786229279160226,-1.57270628903711,"NOT"
"ENSG00000170180.19",-0.932290801864493,-2.65595912071666,-3.51712775695052,0.000467419489093041,0.000774894372339817,-1.57398483543237,"NOT"
"ENSG00000230587.1",-0.486517613636929,-4.2589043227983,-3.50822555786965,0.000483032559512678,0.000799636117028203,-1.57427143544406,"NOT"
"ENSG00000199488.1",0.635824191355037,-4.60361553181488,3.51449393188843,0.000471988941789484,0.000782112299351436,-1.57501582073929,"NOT"
"ENSG00000144468.16",0.183641028562732,4.86676885013068,3.71762615765511,0.000218905553341771,0.000374807319829218,-1.57539705324995,"NOT"
